id,context,question,A,B,C,D,answer
54,【埃及外交部：埃及对加沙外国人出境障碍不承担任何责任】财联社10月21日电，埃及外交部发言人扎伊德当地时间20日在一份声明中说，自加沙危机爆发以来，西方媒体针对埃及的一系列攻击明显，企图让埃及承担关闭拉法过境点的责任。然而，是以色列四次拒绝国际人道主义援助进入加沙。扎伊德说，拉法过境点一直是开放的，埃及对加沙外国人的出境障碍不承担任何责任。,埃及是否应该对加沙外国人出境障碍负责？,埃及应该对加沙外国人出境障碍负责，因为西方媒体攻击埃及，暗示埃及关闭了拉法过境点。,埃及应该对加沙外国人出境障碍负责，因为以色列拒绝国际人道主义援助进入加沙，埃及作为邻国应该采取行动。,埃及外交部表示，埃及不承担任何责任，因为拉法过境点一直是开放的，埃及并未对加沙外国人的出境设置障碍。,埃及应该对加沙外国人出境障碍负责，因为埃及外交部通过声明明确表示了要承担责任的态度。,C
55,【埃及总统和法国总统通电话讨论巴以局势】财联社10月21日电，埃及总统塞西当地时间10月20日和法国总统马克龙通电话，双方就当前加沙军事升级的最新进展进行了磋商。双方强调，必须确保国际援助抵达加沙，以避免加沙人道主义状况的持续恶化。双方一致认为，当前局势严峻，特别是冲突规模的扩大将影响地区的稳定。,埃及总统塞西和法国总统马克龙通电话的目的是什么？,双方讨论了巴以冲突的解决方案。,双方就当前加沙军事升级的最新进展进行了磋商，并强调确保国际援助抵达加沙，以避免加沙人道主义状况的持续恶化。,埃及总统塞西寻求法国总统马克龙的支持来对抗加沙冲突。,双方讨论了在加沙建立一个新的政治组织的计划。,B
56,【埃及总统塞西同英国首相苏纳克举行会谈】财联社10月20日电，埃及总统塞西同到访的英国首相苏纳克举行会谈。塞西在会谈中强调，为应对加沙局势的升级，国际社会必须通力合作，以避免暴力程度的增加和局势的进一步恶化。必须寻求谈判途径，同时促成国际救援物资进入加沙。塞西还强调，埃及坚决反对将加沙人口迁至西奈半岛的设想。,塞西总统强调了哪些国际合作和行动的必要性？,塞西总统强调了埃及将与英国合作解决加沙局势。,塞西总统强调了埃及将会将加沙人口迁至西奈半岛的设想。,塞西总统强调了为应对加沙局势的升级，国际社会必须通力合作，以避免暴力程度的增加和局势的进一步恶化，同时寻求谈判途径并促进国际救援物资进入加沙。,塞西总统强调了加大对加沙的暴力打击力度以解决局势。,C
57,【爱马仕任命新大中华区首席执行官】财联社10月19日电，法国奢侈品品牌爱马仕宣布Sophie-MelidaVissing将上任大中华区首席执行官，常驻上海。她在2019年加入爱马仕，担任德国、奥地利和捷克市场的总经理职务。前爱马仕大中华区首席执行官LucHennard将调任为欧洲及中东地区总经理。,爱马仕任命的新大中华区首席执行官是谁？,前爱马仕大中华区首席执行官的名字没有提及,Sophie-Melida Vissing,新大中华区首席执行官是Luc Hennard,Luc Hennard,B
58,【爱朋医疗：第三季度净利润402.99万元同比增长114.47%】财联社10月20日电，爱朋医疗公布2023年第三季度报告，报告期营业收入1.07亿元，同比增长49.42%；归属于上市公司股东的净利润402.99万元，同比增长114.47%。,爱朋医疗在2023年第三季度净利润同比增长了多少？,0.4942,1.1447,402.99万元,1.07亿元,C
59,【奥飞数据：第三季度净利润4919.50万元同比增长34.92%】财联社10月20日电，奥飞数据公布2023年第三季度报告，报告期营业收入3.72亿元，同比增长33.67%；归属于上市公司股东的净利润4919.50万元，同比增长34.92%；归属于上市公司股东的扣除非经常性损益的净利润4777.38万元，同比增长43.02%；基本每股收益0.0542元。,奥飞数据2023年第三季度净利润同比增长多少？,净利润增长43.02%,净利润增长33.67%,净利润增长34.92%,净利润增长45.00%,C
60,【奥福环保：第三季度净亏损784.86万元】财联社10月20日电，奥福环保公布2023年第三季度报告，本报告期营业收入5874.89万元，同比增长68.60%；归属于上市公司股东的净利润-784.86万元。,奥福环保2023年第三季度净利润为多少？,5874.89万元,784.86万元,-784.86万元,0万元,C
61,【巴勒斯坦红新月会称以军警告其撤离加沙圣城医院】财联社10月21日电，据《耶路撒冷邮报》20日报道，巴勒斯坦红新月会当天宣布，他们收到了以军的警告，要求他们“立即撤离”加沙地带的圣城医院，该医院目前收容着400多名患者和12000名流离失所的平民。巴勒斯坦红新月会呼吁国际社会采取紧急行动，防止类似于浸信会医院被炸的事件再次发生。,以军为什么要求巴勒斯坦红新月会撤离加沙圣城医院？,以军要求巴勒斯坦红新月会撤离加沙圣城医院可能是因为他们计划对医院进行军事打击。,以军要求巴勒斯坦红新月会撤离加沙圣城医院是为了换取人道救援物资或停火协议。,据报道，以军要求巴勒斯坦红新月会撤离加沙圣城医院，可能是因为以军计划进行军事行动或打击目标附近的恐怖组织，而希望避免因误伤医院内的平民而产生国际批评。,以军认为巴勒斯坦红新月会在圣城医院进行了非法活动或藏匿了恐怖分子。,C
62,【巴以冲突已致双方超6000人死亡】财联社10月22日电，巴勒斯坦卫生部10月22日表示，本轮冲突中，已经有4651名巴勒斯坦人死亡，另有超1.4万人受伤。另据以色列媒体援引以色列卫生部的消息称，本轮冲突中，以方已有至少1400人死亡。,巴以冲突已致多少人死亡?,本轮冲突中，已经有4651名巴勒斯坦人死亡，另有超1.4万人受伤。,本轮冲突中，已经有3000名巴勒斯坦人死亡，另有超2万人受伤。,本轮冲突中，已经有6000名巴勒斯坦人死亡，另有超1万人受伤。,本轮冲突中，已经有1400名以色列人死亡，另有超1万人受伤。,A
63,【白俄罗斯内务部长会见瓦格纳集团代表】财联社 7月25日电，白俄罗斯内务部当地时间 7月24日发布消息称，内务部部长库布拉科夫在内卫部队训练中心会见了瓦格纳集团代表，讨论了白俄罗斯内务部与瓦格纳的合作以及由其教官对白俄罗斯内卫部队进行培训的问题。库布拉科夫表示，鉴于白俄罗斯边境的复杂局势，做好应对可能出现的挑战和威胁的准备尤为重要，瓦格纳的实践经验非常重要。,内务部长库布拉科夫会见瓦格纳集团代表的目的是什么？,讨论内务部与瓦格纳在恐怖主义打击方面的合作计划。,商讨白俄罗斯全国的治安问题。,探讨白俄罗斯国防部与瓦格纳集团的军事合作计划。,讨论白俄罗斯内务部与瓦格纳的合作以及由其教官对内卫部队进行培训的问题。,D
64,【百济神州：百济神州瑞士与诺华签署共同终止和释放协议】财联社9月19日电，百济神州公告，百济神州瑞士和诺华签署《共同终止和释放协议》，共同终止授权协议。协议生效后，百济神州瑞士重新获得开发、生产和商业化替雷利珠单抗的全部全球权利，且无需支付特许使用费。诺华可以继续开展正在进行的临床试验，并且未来在获得公司同意后可以开展其他替雷利珠单抗联合用药试验。,百济神州瑞士和诺华签署共同终止和释放协议后，百济神州瑞士能否重新获得替雷利珠单抗的全球权利？,是的，协议生效后，百济神州瑞士重新获得开发、生产和商业化替雷利珠单抗的全部全球权利，无需支付特许使用费。,协议生效后，百济神州瑞士不能重新获得替雷利珠单抗的全球权利。,协议生效后，百济神州瑞士只能获得替雷利珠单抗的一部分全球权利。,协议生效后，百济神州瑞士需要支付特许使用费才能获得替雷利珠单抗的全球权利。,A
65,【拜登向美国国会申请增加1050亿美元预算用于军事援助方案】财联社10月20日电，拜登政府当地时间20日向美国国会申请通过特别预算法案，增加1050亿美元预算，用于对乌克兰、以色列以及加强美国自身安全等领域的整体援助方案。,拜登申请的1050亿美元预算将用于哪些领域的援助方案？,拜登申请的1050亿美元预算将用于教育和医疗援助方案。,拜登申请的1050亿美元预算将用于乌克兰、以色列以及加强美国自身安全等领域的整体援助方案。,拜登申请的1050亿美元预算将用于对亚洲国家的军事援助方案。,拜登申请的1050亿美元预算将用于环境保护和可持续能源发展援助方案。,B
66,【宝丽迪：第三季度净利润3344.25万元同比增长372.49%】财联社10月20日电，宝丽迪公布2023年第三季度报告，报告期营业收入3.54亿元，同比增长78.58%；归属于上市公司股东的净利润3344.25万元，同比增长372.49%。,宝丽迪在2023年第三季度实现了多少亿元的营业收入？,3.54亿元,2.95亿元,4.12亿元,3.15亿元,A
67,【宝信软件：第三季度净利润7.09亿元同比增长31.64%】财联社10月20日电，宝信软件公布2023年第三季度报告，本报告期营业收入31.41亿元，同比增长16.75%(调整后，下同)；归属于上市公司股东的净利润7.09亿元，同比增长31.64%。公司同日公告，拟设立沙特阿拉伯分公司。,宝信软件2023年第三季度的归属于上市公司股东的净利润同比增长了多少？,0.3164,2023年第三季度的营业收入同比增长了31.64%,7.09亿元,0.1675,A
