id,context,question,A,B,C,D,answer
41,"53.肝豆状核
变性（Wilson病）
指一种常染色体隐性遗传的铜代谢缺陷病，以不同程度的肝细胞损害、脑退行性
病变和角膜边缘有铜盐沉着环为其临床特征，并须满足下列全部条件：
（1）典型症状；
（2）角膜色素环（K-F环）；
（3）血清铜和血清铜蓝蛋白降低，尿铜增加；
（4）经肝脏活检确诊。",什么是肝豆状核变性（Wilson病）的临床特征？,肝豆状核变性（Wilson病）的临床特征包括不同程度的肝细胞损害、脑退行性病变和角膜边缘有铜盐沉着环。,肝豆状核变性（Wilson病）的临床特征包括不同程度的肝细胞损害、脑退行性病变和角膜中央有铜盐沉着环。,肝豆状核变性（Wilson病）的临床特征包括不同程度的肝细胞损害、心脏退行性病变和角膜边缘有铜盐沉着环。,肝豆状核变性（Wilson病）的临床特征包括不同程度的肾细胞损害、脑退行性病变和角膜边缘有铜盐沉着环。,A
42,"在本条款中，“您”指投保人，“我们”、“本公司”均指在保险单上签章的德华安顾人寿保险有限公司，
“本合同”指您与我们之间订立的“德华安顾个人恶性肿瘤（重度）疾病住院医疗保险（互联网）合同”，
“本产品”指“德华安顾个人恶性肿瘤（重度）疾病住院医疗保险（互联网）”产品，“被保险人”指本合
同的被保险人，投保人、被保险人的姓名在保险单上载明。","根据以上保险条款, 什么是被保险人指的是谁？",被保险人指的是投保人和德华安顾人寿保险公司共同指定的人员。,被保险人指的是投保人。,被保险人指的是本合同的被保险人，其姓名在保险单上载明。,被保险人指的是在保险单上签章的德华安顾人寿保险有限公司。,C
43,"1.1
合同构成
本合同是您与我们约定保险权利义务关系的协议，包括本保险条款、保险单或者其他保险凭证、投保单、与本合同有关的投保文
件、合法有效（见释义7.1）的声明、批注、批单及其他您与我们
共同认可的书面协议。",本合同构成保险权利义务关系的协议，包括哪些文件？,保险条款、保险单或者其他保险凭证、投保单、与本合同有关的投保文件、合法有效的声明、批注、批单及其他共同认可的书面协议。,保险条款、声明、批单。,保险单、投保单、书面协议。,保险条款、保险单或者其他保险凭证、投保单。,A
44,"119.创伤弧菌感染截肢
因创伤弧菌感染导致败血症和肢体损害。必须满足下列所有条件：
(1)近期被海鲜刺伤或肢体创口接触海水史；
(2)病原学检查证实致病菌为创伤弧菌；
(3)出现脓毒败血症或休克；
(4)受感染肢体被截肢（自腕关节或踝关节近端）。",创伤弧菌感染导致截肢的条件是什么？,近期被海鲜刺伤或肢体创口接触海水史、病原学检查证实致病菌为创伤弧菌、未出现脓毒败血症或休克、受感染肢体未被截肢。,近期被海鲜刺伤或肢体创口接触海水史、病原学检查证实致病菌为细菌B、出现脓毒败血症或休克、受感染肢体被截肢。,近期被海鲜刺伤或肢体创口接触海水史、病原学检查证实致病菌为创伤弧菌、出现脓毒败血症或休克、受感染肢体被截肢。,近期被海鲜刺伤或肢体创口接触淡水史、病原学检查证实致病菌为细菌A、出现脓毒败血症但未导致截肢、受感染肢体被截肢。,C
45,"第五章
保险金申请
第十三条
保险事故通知
投保人或受益人知道保险事故后应当在10日内通知本公司。
如果投保人和受益人故意或者因重大过失未及时通知，致使保险事故
的性质、原因、损失程度等难以确定的，本公司对无法确定的部分，
不承担给付保险金的责任，但本公司通过其他途径已经及时知道或者",如果投保人或受益人因重大过失未能及时通知保险公司发生的保险事故，保险公司会承担给付保险金的责任吗？,保险公司会承担给付保险金的责任。,保险公司会进行调查后再决定是否承担给付保险金的责任。,保险公司不承担给付保险金的责任。,保险公司只会承担部分给付保险金的责任。,C
46,"4、若被保险人发生的属于保险责任范围内的医疗费用已通过基本医疗
保险、公费医疗或其他费用补偿型医疗保险等途径得到了部分补偿，我
们仅对剩余未获补偿的部分按前述规定计算及给付保险金。我们的赔付
与被保险人已从其他途径获得的补偿总额不得超过被保险人实际发生
的费用。",若被保险人因疾病治疗而发生的费用已获得部分补偿，保险公司对剩余未获补偿的部分应当如何处理？,根据保险条款，保险公司仅对剩余未获补偿的部分进行赔偿。,保险公司只会对已获得补偿的部分进行赔偿。,保险公司不会对未获得补偿的部分进行赔偿。,保险公司应当对全部医疗费用进行赔偿。,A
47,"太平卓越环球医疗保险，第8页，共19页
如果被保险人接受上述保险责任范围内的住院治疗，且在本合同期满日治疗仍未结束的，则对于本次住
院延续至本合同保险期间结束之日起30日内发生的上述住院医疗费用，我们仍承担给付住院医疗保险金的责
任。",如果被保险人接受上述保险责任范围内的住院治疗，且在本合同期满日治疗仍未结束的情况下，对于本次住院延续至本合同保险期间结束之日起30日内发生的上述住院医疗费用，保险公司承担给付住院医疗保险金的责任吗?,是。,只承担部分费用。,只承担一部分责任。,不是。,A
48,"41.严重大动脉炎
指经本公司认可的医疗机构的心脏或血管外科专科医生确诊的大动脉炎，须
满足下列全部条件：
（1）红细胞沉降率及C反应蛋白高于正常值；
（2）超声检查、CTA检查或血管造影检查证实主动脉及其主要分支存在狭窄；
（3）已经针对狭窄的动脉进行了手术治疗。",什么是严重大动脉炎？,严重大动脉炎的诊断不需要满足红细胞沉降率及C反应蛋白高于正常值这个条件。,严重大动脉炎的狭窄可以通过其他非侵入性检查方式，如心电图等进行诊断。,严重大动脉炎是由一般医疗机构的心脏或血管外科专科医生确诊的。,严重大动脉炎是由经本公司认可的医疗机构的心脏或血管外科专科医生确诊的，满足红细胞沉降率及C反应蛋白高于正常值，并通过超声检查、CTA检查或血管造影检查证实主动脉及其主要分支存在狭窄，并已经进行了手术治疗的病情。,D
49,"21.肝叶切除术
指为治疗肝脏肿瘤、肝内胆管结石、肝脓肿、肝包虫病等疾病或因意外而实
际实施的肝脏部分切除术,手术须有至少切除一整叶左肝叶或一整叶右肝叶。
此手术必须在本公司认可的医疗机构内由专科医生认为是医疗必需的情况下",肝叶切除术的主要适应病症是什么？,肺炎、胃溃疡、高血压等疾病,膀胱炎、食道癌、关节炎等疾病。佐证内容: 根据保险条款中的描述，肝叶切除术是为治疗肝脏肿瘤、肝内胆管结石、肝脓肿、肝包虫病等疾病而实施的手术。因此，正确答案为肝脏肿瘤、肝内胆管结石、肝脓肿、肝包虫病等疾病。,胆囊炎、甲亢、鼻窦炎等疾病,肝脏肿瘤、肝内胆管结石、肝脓肿、肝包虫病等疾病,D
50,"13.出血性登革热
出血性登革热须出现全部四种症状，包括发高烧、出血现象、肝肿大和循环
衰竭（登革热休克综合症即符合世界卫生组织（WHO，WorldHealth
Organization）登革热第Ⅲ级及第Ⅳ级）。出血性登革热的诊断必须在本公
司认可的医疗机构内由专科医生证实。
非出血性登革热不在保障范围内。",哪些症状是出血性登革热的必备条件？,发高烧、出血现象和循环衰竭,发高烧、出血现象、肝肿大和循环衰竭（登革热休克综合症即符合世界卫生组织（WHO，World Health Organization）登革热第Ⅲ级及第Ⅳ级）,出血现象、肝肿大和循环衰竭,发高烧、出血现象和肝肿大,B
51,"35.轻度颅脑手术被保险人确已实施全麻下的颅骨钻孔手术或经鼻蝶窦入颅手术。
因外伤而实施的脑外科手术不在保障范围内。
本公司对“轻度颅脑手术”、“脑垂体瘤、脑囊肿、颅内动脉瘤/颅内血管瘤”
和“植入大脑内分流器”三项中的其中一项承担保险责任，给付其中一项保险
金后，对其他两项轻症疾病保险责任同时终止。",保险公司对于脑部外伤而实施的手术是否承担保险责任？,保险公司不对脑部外伤而实施的手术承担保险责任。,保险公司只对轻度颅脑手术承担保险责任，无论是否为外伤引起。,保险公司会对脑部外伤而实施的手术承担保险责任。,保险公司在一定条件下会对脑部外伤而实施的手术承担保险责任。,A
52,"（四十三）严重阻塞性睡眠窒息症
须由相关医学范畴的专科医生，经多导睡眠监测仪检查明确诊断为严重阻
塞性睡眠呼吸暂停综合征(OSA)，并必须符合以下两项条件：
（）被保险人必须现正接受持续气道正压呼吸器
1
(CPAP)之夜间治疗；
（2）必须提供睡眠测试的文件证明，显示AHI>30及夜间血氧饱和平均值
<85%",严重阻塞性睡眠窒息症的保险要求包括哪两个条件？,被保险人必须现正接受持续气道正压呼吸器(CPAP)之夜间治疗，并且必须提供睡眠测试的文件证明，显示AHI>30及夜间血氧饱和平均值<85%。,被保险人必须进行手术治疗。,被保险人必须使用药物治疗。,被保险人必须定期到医院接受治疗。,A
53,"3、涵盖的特药服务内容
本特药服务包括直付用药服务、援助用药申请指导服务，具体适用情况如下。
3.1、直付用药服务
特药由镁信健康在本公司指定或认可的药店直接为您提供药房直付，无须您先垫付资金购买后再申请理赔报销。（镁信指定或认可的药店分布区域
详见附件三）",特药服务中的直付用药服务是否需要先垫付资金购买后再申请理赔报销？,不需要先垫付资金购买后再申请理赔报销。,需要先垫付资金购买后再申请理赔报销。,只有部分特药需要先垫付资金购买后再申请理赔报销。,需要先垫付资金购买后再申请理赔报销，但只限于特定的药店。,A
